unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
11423800,2019-09-16 14:42:21 UTC,2019-09-16 16:05:14 UTC,2019-09-16 16:05:14 UTC,Closed,IWIA - IWIA,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"511 FREDERICK ST, SAN FRANCISCO, CA, 94117",5,Parnassus Heights,POINT (-122.4530947 37.7662506),Web,,37.7662506,-122.4530947,PARK
533754,2009-10-28 12:02:02 UTC,2011-04-11 04:34:19 UTC,2011-04-11 04:34:19 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"858 STANYAN ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45281982 37.7665329),Twitter,,37.766532897949,-122.452819824219,PARK
677736,2010-06-18 14:50:14 UTC,2011-04-11 04:45:00 UTC,2011-04-11 04:45:00 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of CARL ST and COLE ST,5,Cole Valley,POINT (-122.4499588 37.76580048),Twitter,,37.765800476074,-122.44995880127,PARK
1243688,2012-08-06 19:23:34 UTC,2012-08-23 04:34:16 UTC,2012-08-23 04:34:16 UTC,Closed,"resolved:  - NRV # 977633,NRV # 977634,NRV # 977635,NRV # 977636,NRV # 977637,NRV # 977638,NRV # 977639,NRV # 977642,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of PARNASSUS AVE and STANYAN ST,5,Parnassus Heights,POINT (-122.45256805 37.76451111),Web,,37.764511108398,-122.452568054199,PARK
3797433,2014-07-04 06:55:57 UTC,2014-07-07 12:00:00 UTC,2014-07-07 12:00:00 UTC,Closed,resolved: NRV's on file -,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"1631 WALLER ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45093537 37.76844203),Mobile/Open311,,37.768442027816,-122.450935367713,PARK
3602267,2014-05-01 09:26:31 UTC,2014-05-08 12:00:00 UTC,2014-05-08 12:00:00 UTC,Closed,resolved: KS-Duplicate RFA.See RFA#21147168 - KS-Duplicate RFA.See RFA#21147168,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"625 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",7,Sunnyside,POINT (-122.44945077 37.73143868),Twitter,,37.731438679148,-122.449450768505,INGLESIDE
3720383,2014-06-08 11:41:05 UTC,2014-06-23 10:43:00 UTC,2014-06-23 10:43:00 UTC,Closed,"resolved:  - NRV # 1007675,NRV # 1007677,NRV # 1007679,NRV # 1007680,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of GEARY BLVD and JORDAN AVE,2,Laurel Heights / Jordan Park,POINT (-122.45669539 37.78131958),Mobile/Open311,http://mobile311.sfgov.org/reports/3720383/photos,37.781319581007,-122.456695390979,RICHMOND
4411284,2015-01-20 14:54:51 UTC,2015-01-21 12:00:00 UTC,2015-01-21 12:00:00 UTC,Closed,resolved: Case is a Duplicate.  Duplicate Complaint.  SEE RFA#21181847. - Case is a Duplicate.  Duplicate Complaint.  SEE RFA#21181847.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CORTLAND AVE and WOOL ST,9,Holly Park,POINT (-122.417145 37.73913),Mobile/Open311,http://mobile311.sfgov.org/reports/4411284/photos,37.73913,-122.417145,INGLESIDE
4747914,2015-05-15 13:37:40 UTC,2016-10-15 05:17:13 UTC,2016-10-15 05:17:13 UTC,Closed,Newspaper stands with graffiti  - Send notice to the proper newsstand companies,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 19TH AVE and WINSTON DR,7,Stonestown,POINT (-122.47489929 37.72698975),Web,,37.726989746094,-122.474899291992,TARAVAL
6042200,2016-07-01 19:43:10 UTC,2016-07-05 12:00:00 UTC,2016-07-05 12:00:00 UTC,Closed,No Action Described,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"25 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,POINT (-122.50352014 37.77950456),Mobile/Open311,,37.779504563695,-122.503520138676,RICHMOND
6689906,2017-01-04 10:45:24 UTC,2017-01-22 05:25:33 UTC,2017-01-22 05:25:33 UTC,Closed,"- NRV # 1085195,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"3595 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.453185 37.78610418),Mobile/Open311,http://mobile311.sfgov.org/reports/6689906/photos,37.786104178449,-122.453185001442,RICHMOND
6643016,2016-12-19 13:51:05 UTC,2016-12-22 01:16:29 UTC,2016-12-22 01:16:29 UTC,Closed,Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel - Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of BUCHANAN ST and POST ST,5,Japantown,POINT (-122.42990696 37.78561106),Web,http://mobile311.sfgov.org/reports/6643016/photos,37.785611061485,-122.429906957286,NORTHERN
8243845,2017-11-08 14:14:00 UTC,2017-11-09 13:03:00 UTC,2017-11-09 13:03:00 UTC,Closed,Duplicate of RFA#21318524. - Duplicate of RFA#21318524.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 22ND ST and MINNESOTA ST,10,Dogpatch,POINT (-122.39020787 37.75782041),Mobile/Open311,http://mobile311.sfgov.org/reports/8243845/photos,37.757820412552,-122.390207871909,BAYVIEW
8716291,2018-03-07 10:33:00 UTC,2018-03-19 10:23:00 UTC,2018-03-19 10:23:00 UTC,Closed,"- NRV # 1119870,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"1907 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Ingleside Terraces,POINT (-122.46247381 37.72524306),Mobile/Open311,http://mobile311.sfgov.org/reports/8716291/photos,37.725243055756,-122.462473810191,TARAVAL
10438278,2019-02-01 16:45:00 UTC,2019-02-04 00:00:00 UTC,2019-02-04 00:00:00 UTC,Closed,Unable to process complaint please use the official 311 Application on your smart phone or use the SF 311 website and ATTACH PICTURE TO THE COMPLAINT FOR PROCESSING. - Unable to process complaint please use the official 311 Application on your smart phone or use the SF 311 website and ATTACH PICTURE TO THE COMPLAINT FOR PROCESSING.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"810 SILVER AVE, SAN FRANCISCO, CA, 94134",9,University Mound,POINT (-122.4192276 37.72902298),Phone,,37.729022979736,-122.419227600098,BAYVIEW
546448,2009-11-16 22:16:33 UTC,2011-04-11 04:34:51 UTC,2011-04-11 04:34:51 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 15TH ST and CASTRO ST,8,Corona Heights,POINT (-122.43547058 37.765728),Web,,37.765727996826,-122.435470581055,PARK
521425,2009-10-10 13:40:52 UTC,2011-04-11 04:33:52 UTC,2011-04-11 04:33:52 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of ASHBURY ST and CLIFFORD TER,8,Ashbury Heights,POINT (-122.44607544 37.76418686),Phone,,37.764186859131,-122.446075439453,PARK
656427,2010-05-14 16:47:33 UTC,2011-04-11 04:44:12 UTC,2011-04-11 04:44:12 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45052338 37.76859283),Twitter,,37.768592834473,-122.450523376465,PARK
890420,2011-05-29 16:10:33 UTC,2011-06-17 04:31:27 UTC,2011-06-17 04:31:27 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of 22ND ST and TENNESSEE ST,10,Dogpatch,POINT (-122.38925171 37.75788498),Twitter,,37.757884979248,-122.389251708984,BAYVIEW
3242898,2014-01-07 11:16:48 UTC,2014-01-09 05:14:37 UTC,2014-01-09 05:14:37 UTC,Closed,resolved: SEE NRV# 13NRV-3183&3184. -,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45052338 37.76859283),Web,,37.768592834473,-122.450523376465,PARK
3634108,2014-05-12 09:23:08 UTC,2014-05-12 12:00:00 UTC,2014-05-12 12:00:00 UTC,Closed,resolved: Duplicate RFA.See RFA#21148758. - Duplicate RFA.See RFA#21148758.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CARL ST and STANYAN ST,5,Parnassus Heights,POINT (-122.45271985 37.7654681),Mobile/Open311,http://mobile311.sfgov.org/reports/3634108/photos,37.765468102915,-122.452719854305,PARK
5584024,2016-02-19 12:11:45 UTC,2016-02-20 06:24:15 UTC,2016-02-20 06:24:15 UTC,Closed,Case Resolved: Duplicate Complaint. SEE NRV#16NRV-0263. - Duplicate Complaint. SEE NRV#16NRV-0263.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45053 37.768605),Mobile/Open311,http://mobile311.sfgov.org/reports/5584024/photos,37.768604999022,-122.450530000113,PARK
6006793,2016-06-22 11:29:36 UTC,2016-07-01 01:34:14 UTC,2016-07-01 01:34:14 UTC,Closed,"- NRV # 1069605,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of GEARY BLVD and JORDAN AVE,2,Laurel Heights / Jordan Park,POINT (-122.45662689 37.78144073),Web,,37.781440734863,-122.45662689209,RICHMOND
5839013,2016-05-06 13:11:16 UTC,2016-05-31 04:08:00 UTC,2016-05-31 04:08:00 UTC,Closed,"- NRV # 1065647,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of PRESIDIO AVE and SACRAMENTO ST,2,Presidio Heights,POINT (-122.44697 37.78818),Mobile/Open311,http://mobile311.sfgov.org/reports/5839013/photos,37.78818,-122.44697,RICHMOND
11175957,2019-07-24 19:44:29 UTC,2019-07-25 00:00:00 UTC,2019-07-25 00:00:00 UTC,Closed,Duplicate Complaint. sSee RFA#21404641. - Duplicate Complaint. sSee RFA#21404641.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"98 CARL ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.44985567 37.76590715),Mobile/Open311,http://mobile311.sfgov.org/reports/11175957/photos,37.765907147003,-122.449855674172,PARK
9986307,2018-12-28 13:50:13 UTC,2018-12-31 00:00:00 UTC,2018-12-31 00:00:00 UTC,Closed,IOV - IOV,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"2792 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.4338739 37.73465677),Mobile/Open311,http://mobile311.sfgov.org/reports/9986307/photos,37.73465677168,-122.433873899395,INGLESIDE
10568606,2019-03-06 09:21:53 UTC,2019-03-18 11:23:00 UTC,2019-03-18 11:23:00 UTC,Closed,"- NRV # 1159649,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of SILVER AVE and CAMBRIDGE ST,9,University Mound,POINT (-122.419513 37.729037),Mobile/Open311,http://mobile311.sfgov.org/reports/10568606/photos,37.729037,-122.419513,BAYVIEW
321765,2008-11-28 12:43:56 UTC,2008-12-23 05:07:10 UTC,2008-12-23 05:07:10 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of BAY SHORE BLVD and OAKDALE AVE,10,Apparel City,POINT (-122.40524292 37.74304962),Phone,,37.743049621582,-122.405242919922,BAYVIEW
448092,2009-06-11 08:34:15 UTC,2009-06-16 05:10:56 UTC,2009-06-16 05:10:56 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of DIVISADERO ST and HAYES ST,5,Alamo Square,POINT (-122.43779755 37.77499008),Phone,,37.774990081787,-122.437797546387,NORTHERN
554183,2009-11-30 16:21:17 UTC,2011-04-11 04:35:07 UTC,2011-04-11 04:35:07 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"3533 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",2,Laurel Heights / Jordan Park,POINT (-122.45230103 37.78649521),Web,,37.78649520874,-122.452301025391,RICHMOND
579785,2010-01-12 10:23:12 UTC,2011-04-11 04:36:11 UTC,2011-04-11 04:36:11 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of DIVISADERO ST and FELL ST,5,Alamo Square,POINT (-122.43761444 37.77406311),Web,,37.774063110352,-122.437614440918,NORTHERN
898740,2011-06-11 17:51:29 UTC,2011-06-29 04:31:16 UTC,2011-06-29 04:31:16 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CALIFORNIA ST and PRESIDIO AVE,2,Laurel Heights / Jordan Park,POINT (-122.4467926 37.78726196),Web,,37.787261962891,-122.446792602539,RICHMOND
1025451,2011-12-18 10:37:28 UTC,2012-01-04 04:32:29 UTC,2012-01-04 04:32:29 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of DIVISADERO ST and HAYES ST,5,Alamo Square,POINT (-122.43779755 37.77499008),Web,,37.774990081787,-122.437797546387,NORTHERN
1697650,2012-11-18 16:37:56 UTC,2012-11-30 04:34:57 UTC,2012-11-30 04:34:57 UTC,Closed,"resolved: Found graffiti, stickers, and/or damage on the SF Weekly and Advertiser news racks. - Found graffiti, stickers, and/or damage on the SF Weekly and Advertiser news racks.NRV # 981635,NRV # 981636,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of DIVISADERO ST and HAYES ST,5,Alamo Square,POINT (-122.43779755 37.77499008),Twitter,,37.774990081787,-122.437797546387,NORTHERN
3857904,2014-07-25 08:03:14 UTC,2014-08-05 12:31:00 UTC,2014-08-05 12:31:00 UTC,Closed,"resolved:  - NRV # 1011930,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45054249 37.76854996),Mobile/Open311,http://mobile311.sfgov.org/reports/3857904/photos,37.768549961073,-122.450542487318,PARK
6106864,2016-07-21 14:02:06 UTC,2016-08-16 01:15:49 UTC,2016-08-16 01:15:49 UTC,Closed,"- NRV # 1071725,NRV # 1071728,NRV # 1071729,NRV # 1071730,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1004 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Lincoln Park / Ft. Miley,POINT (-122.51277456 37.77915841),Mobile/Open311,http://mobile311.sfgov.org/reports/6106864/photos,37.779158412859,-122.512774561852,RICHMOND
10427555,2019-01-30 13:53:35 UTC,2019-02-13 09:05:00 UTC,2019-02-13 09:05:00 UTC,Closed,"- NRV # 1155324,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"105 CARL ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45010872 37.76572874),Mobile/Open311,http://mobile311.sfgov.org/reports/10427555/photos,37.765728738194,-122.450108723829,PARK
344942,2009-01-05 13:39:02 UTC,2009-01-16 05:12:15 UTC,2009-01-16 05:12:15 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"29 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,POINT (-122.46588135 37.74035645),Phone,,37.740356445313,-122.465881347656,TARAVAL
769861,2010-11-10 23:21:00 UTC,2011-04-11 04:46:47 UTC,2011-04-11 04:46:47 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CALIFORNIA ST and LAUREL ST,2,Presidio Heights,POINT (-122.45011902 37.78683853),Web,,37.786838531494,-122.450119018555,RICHMOND
741999,2010-09-28 12:52:51 UTC,2011-07-14 15:51:09 UTC,2011-07-14 15:51:09 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of CARL ST and COLE ST,5,Cole Valley,POINT (-122.4499588 37.76580048),Twitter,,37.765800476074,-122.44995880127,PARK
3016857,2013-11-01 17:06:25 UTC,2013-11-15 12:25:00 UTC,2013-11-15 12:25:00 UTC,Closed,Closed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of GEARY BLVD and JORDAN AVE,2,Laurel Heights / Jordan Park,POINT (-122.45662689 37.78144073),Web,,37.781440734863,-122.45662689209,RICHMOND
3413897,2014-03-01 13:06:41 UTC,2014-03-18 05:33:10 UTC,2014-03-18 05:33:10 UTC,Closed,"resolved:  - NRV # 1001733,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CALIFORNIA ST and LOCUST ST,2,Laurel Heights / Jordan Park,POINT (-122.45155492 37.78659627),Mobile/Open311,,37.786596274101,-122.451554919659,RICHMOND
3466946,2014-03-18 15:36:03 UTC,2014-03-30 05:11:43 UTC,2014-03-30 05:11:43 UTC,Closed,"resolved:  - NRV # 1002452,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"3308 GEARY BLVD, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.4545176 37.78174697),Mobile/Open311,http://mobile311.sfgov.org/reports/3466946/photos,37.78174697425,-122.454517604897,RICHMOND
4648348,2015-04-08 16:40:14 UTC,2015-04-15 04:40:00 UTC,2015-04-15 04:40:00 UTC,Closed,"resolved:  - NRV # 1032051,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"3304 GEARY BLVD, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.45436167 37.78177167),Mobile/Open311,http://mobile311.sfgov.org/reports/4648348/photos,37.781771665689,-122.454361666779,RICHMOND
5268794,2015-11-09 13:44:22 UTC,2015-11-20 06:48:00 UTC,2015-11-20 06:48:00 UTC,Closed,"resolved:  - NRV # 1051042,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of 14TH ST and CASTRO ST,8,Corona Heights,POINT (-122.43555866 37.76751568),Mobile/Open311,http://mobile311.sfgov.org/reports/5268794/photos,37.767515676131,-122.435558661933,PARK
7414269,2017-07-24 14:08:07 UTC,2017-08-15 01:23:53 UTC,2017-08-15 01:23:53 UTC,Closed,"- NRV # 1099958,NRV # 1099959,NRV # 1099960,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of BEAUMONT AVE and GEARY BLVD,1,Laurel Heights / Jordan Park,POINT (-122.45517726 37.7812993),Mobile/Open311,http://mobile311.sfgov.org/reports/7414269/photos,37.781299296802,-122.455177260677,RICHMOND
7613438,2017-09-09 12:02:00 UTC,2017-09-11 17:00:00 UTC,2017-09-11 17:00:00 UTC,Closed,No Action Described,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1902 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Mt. Davidson Manor,POINT (-122.46189758 37.72536083),Mobile/Open311,http://mobile311.sfgov.org/reports/7613438/photos,37.725360827369,-122.461897581834,TARAVAL
7551097,2017-08-25 14:07:00 UTC,2017-09-10 05:39:00 UTC,2017-09-10 05:39:00 UTC,Closed,"- NRV # 1102704,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1540 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Westwood Park,POINT (-122.45891299 37.72461177),Mobile/Open311,http://mobile311.sfgov.org/reports/7551097/photos,37.724611773191,-122.458912991101,TARAVAL
8047752,2017-09-21 11:33:00 UTC,2017-10-06 03:39:00 UTC,2017-10-06 03:39:00 UTC,Closed,"- NRV # 1105530,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of CALIFORNIA ST and SPRUCE ST,2,Laurel Heights / Jordan Park,POINT (-122.45354706 37.78632291),Mobile/Open311,http://mobile311.sfgov.org/reports/8047752/photos,37.786322906649,-122.453547064329,RICHMOND
11560607,2019-10-16 17:56:30 UTC,2019-10-20 09:43:00 UTC,2019-10-20 09:43:00 UTC,Closed,"- NRV # 1181884,NRV # 1181885,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"21 EVELYN WAY, SAN FRANCISCO, CA, 94127",7,Miraloma Park,POINT (-122.45398215 37.74402579),Mobile/Open311,http://mobile311.sfgov.org/reports/11560607/photos,37.744025789305,-122.453982149443,INGLESIDE
669054,2010-06-04 17:56:45 UTC,2011-04-11 04:44:41 UTC,2011-04-11 04:44:41 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"2812 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.43409729 37.7342186),Phone,,37.734218597412,-122.434097290039,INGLESIDE
776253,2010-11-21 19:25:19 UTC,2010-12-16 04:34:30 UTC,2010-12-16 04:34:30 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of HAYES ST and SCOTT ST,5,Alamo Square,POINT (-122.43612671 37.77520752),Twitter,,37.775207519531,-122.436126708984,NORTHERN
4707171,2015-04-29 19:04:26 UTC,2015-05-06 12:00:00 UTC,2015-05-06 12:00:00 UTC,Closed,resolved: No action needed - No action needed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"815 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.4502753 37.76664185),Mobile/Open311,,37.766641853916,-122.450275300302,PARK
5217395,2015-10-23 09:39:05 UTC,2015-10-26 12:00:00 UTC,2015-10-26 12:00:00 UTC,Closed,resolved: Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel. - Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of BOSWORTH ST and DIAMOND ST,8,Glen Park,POINT (-122.433814 37.733372),Mobile/Open311,http://mobile311.sfgov.org/reports/5217395/photos,37.733372,-122.433814,INGLESIDE
5957328,2016-06-08 10:07:51 UTC,2016-06-09 12:00:00 UTC,2016-06-09 12:00:00 UTC,Closed,"Duplicate Complaint. See NRV#16NRV-0899,16NRV-0900. - Duplicate Complaint. See NRV#16NRV-0899,16NRV-0900.",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"3300 GEARY BLVD, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.454422 37.78187561),Web,,37.781875610352,-122.45442199707,RICHMOND
5744773,2016-04-08 16:58:31 UTC,2016-04-25 11:46:00 UTC,2016-04-25 11:46:00 UTC,Closed,"- NRV # 1062810,NRV # 1062812,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"2815 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.43396167 37.73403667),Mobile/Open311,http://mobile311.sfgov.org/reports/5744773/photos,37.734036666667,-122.433961666667,INGLESIDE
5872178,2016-05-16 12:21:54 UTC,2016-06-02 02:42:00 UTC,2016-06-02 02:42:00 UTC,Closed,"- NRV # 1066530,NRV # 1066531,NRV # 1066532,NRV # 1066533,NRV # 1066534,NRV # 1066535,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of PARNASSUS AVE and STANYAN ST,5,Parnassus Heights,POINT (-122.45266812 37.76444019),Mobile/Open311,,37.764440188487,-122.452668118082,PARK
6969358,2017-03-23 15:46:21 UTC,2017-03-25 05:26:03 UTC,2017-03-25 05:26:03 UTC,Closed,Unable to process complaint please use the official 311 Application on your smart phone or use the SF 311 website and attach picture to the complaint for processing. - Unable to process complaint please use the official 311 Application on your smart phone or use the SF 311 website and attach picture to the complaint for processing.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"1775 WALLER ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45308441 37.76813871),Web,,37.768138711216,-122.453084412164,PARK
9328513,2018-07-28 13:47:38 UTC,2018-08-03 09:11:00 UTC,2018-08-03 09:11:00 UTC,Closed,"- NRV # 1134115,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of POINT LOBOS AVE and EL CAMINO DEL MAR,1,Sutro Heights,POINT (-122.50930315 37.77974278),Mobile/Open311,http://mobile311.sfgov.org/reports/9328513/photos,37.779742777383,-122.50930314895,RICHMOND
10356646,2019-01-14 14:50:34 UTC,2019-01-15 00:00:00 UTC,2019-01-15 00:00:00 UTC,Closed,Admin Close.sNot a news rack. - Admin Close.sNot a news rack.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of HAYES ST and DIVISADERO ST,5,Alamo Square,POINT (-122.437845 37.774995),Mobile/Open311,http://mobile311.sfgov.org/reports/10356646/photos,37.774995,-122.437845,NORTHERN
1137638,2012-06-03 09:28:21 UTC,2012-06-28 04:40:00 UTC,2012-06-28 04:40:00 UTC,Closed,"resolved: SW corner of Post St/Buchanan, found graffiti and stickers on the Examiner, Open Exchange and SF Weekly newsracks. SE corner of Post St/Buchanan, found graffiti and stickers on the Chronicle and SF Weekly newsracks    - SW corner of Post St/Buchanan, found graffiti and stickers on the Examiner, Open Exchange and SF Weekly newsracks. SE corner of Post St/Buchanan, found graffiti and stickers on the Chronicle and SF Weekly newsracks NRV # 974528,NRV # 974530,NRV # 974531,NRV # 974532,NRV # 974",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of BUCHANAN ST and POST ST,5,Japantown,POINT (-122.42977905 37.78556442),Web,,37.785564422607,-122.429779052734,NORTHERN
2450367,2013-06-04 15:44:04 UTC,2013-06-17 04:37:28 UTC,2013-06-17 04:37:28 UTC,Closed,"resolved:  - NRV # 990613,NRV # 990614,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1700 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Westwood Park,POINT (-122.46019745 37.72488785),Phone,,37.7248878479,-122.46019744873,TARAVAL
2744488,2013-08-22 19:20:01 UTC,2013-09-09 04:41:16 UTC,2013-09-09 04:41:16 UTC,Closed,"resolved:  - NRV # 994195,NRV # 994197,NRV # 994198,NRV # 994200,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 19TH AVE and WINSTON DR,7,Stonestown,POINT (-122.47489929 37.72698975),Web,,37.726989746094,-122.474899291992,TARAVAL
3803151,2014-07-06 18:17:07 UTC,2014-07-07 12:00:00 UTC,2014-07-07 12:00:00 UTC,Closed,resolved: NRV's on file -,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of PARNASSUS AVE and STANYAN ST,5,Parnassus Heights,POINT (-122.45257127 37.76450971),Phone,,37.764509712573,-122.452571266883,PARK
